arm,target,family,dimension,replication,initialization,learning_rate,particle_step,registered_local_weight,registered_active_direction_count,registered_local_field_calls,registered_local_representative_count,registered_base_local_representative_count,registered_effective_local_representative_count,registered_high_dimensional_local_representative_count,registered_representative_capacity_threshold_dimension,registered_representative_audit_calls,registered_representative_strategy,registered_representative_tail_reserve_fraction,execution_position,arm_order_seed,paper_tau,paper_gain,online_training_wall_seconds,conditioned_direction_build_seconds,atlas_build_wall_seconds,controller_atlas_build_wall_seconds,setup_plus_training_wall_seconds,registered_direction_count,conditioned_direction_count,quadratic_parameter_dimension,quadratic_rank,quadratic_smallest_singular_value,quadratic_condition_number,ed2,heldout_sw1,training_quantile_rmse,output_rms,covariance_effective_rank,mode_coverage,mode_mass_error,rare_mass_error,component_core_coverage,rare_core_mass,rare_bridge_mass,outside_component_core_mass,completed_updates,unique_latent_samples,generator_example_evals_training,generator_forward_calls_training,diagnostic_generator_forward_calls,diagnostic_generator_example_evals,unique_target_observations,target_example_accesses,projection_scalar_products,atlas_projection_scalar_products,controller_atlas_projection_scalar_products,training_projection_scalar_products,sort_work,atlas_sort_work,training_sort_work,tail_priority_work,controller_direction_count,controller_calls,controller_candidate_count,controller_projection_scalar_products,controller_sort_work,full_direction_count,active_direction_count_min,active_direction_count_max,mean_active_direction_count,direction_exposure_min,direction_exposure_max,direction_schedule_seed,orthogonal_direction_block_count,active_direction_block_count,local_field_calls,registered_local_field_call_count,paper_kernel_pairs,dense_equivalent_paper_kernel_pairs,local_representative_count,representative_strategy,representative_tail_reserve_fraction,representative_tree_levels,representative_partition_projection_scalar_products,representative_partition_sort_work,representative_center_coordinate_accumulations,representative_audit_calls,representative_audit_dense_kernel_pairs,mean_representative_field_relative_l2_error,minimum_representative_field_cosine,mean_representative_row_mass_relative_l2_error,mean_representative_column_mass_relative_l2_error,maximum_representative_row_mass_relative_error,maximum_representative_column_mass_relative_error,mean_positive_representative_rms_radius,maximum_positive_representative_radius,mean_negative_representative_rms_radius,maximum_negative_representative_radius,representative_leaf_population_min,representative_leaf_population_max,mean_representative_unique_split_direction_count,maximum_representative_tail_reserve_count,atlas_bytes,kll_serialized_bytes,wall_seconds,mean_selected_local_weight,minimum_selected_local_weight,mean_selected_local_weight_when_active,mean_local_scale,mean_teacher_displacement_rms,registered_global_rollout_steps,registered_global_rollout_step_size,rollout_local_after_global,per_particle_local_safety,tail_balanced_amortization,tail_balance_fraction,tail_projected_extremeness_weight,mean_tail_balanced_count,mean_student_loss,mean_tail_student_loss,mean_bulk_student_loss,mean_global_rollout_displacement_rms,mean_local_positive_weight_fraction,maximum_teacher_rare_core_count,steps_with_teacher_rare_core,final_teacher_rare_core_count,maximum_run_rare_core_count,maximum_post_student_rare_core_count,final_post_student_rare_core_count,steps_retaining_teacher_rare_core,mean_teacher_to_post_student_rare_core_ratio,maximum_teacher_rare_nearest_count,final_teacher_rare_nearest_count,maximum_run_rare_nearest_count,maximum_post_student_rare_nearest_count,controller_positive_weight_rate,mean_controller_relative_improvement,mean_controller_safe_fraction
cta-exact-adaptive-rollout-safe-rank-balanced,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.016,0.5,0.25,32,-1,256,128,256,256,8,1,variance-per-node,0.0,0,2026072201,1.0,0.15,0.06620290000137175,0.00033319999783998355,0.004899100000329781,0.0,0.07143519999954151,64,64,36,36,0.3208946893756642,8.81419112995982,0.0662475913673104,0.1610635543579762,0.21853844707173212,0.9387314915657043,5.297626089753303,nan,nan,nan,nan,nan,nan,nan,16,1024,2048,32,0,0,2048,3072,491520,131072,0,360448,2721792.0,1441792.0,1280000.0,10240.0,0,0,0,0,0.0,64,32,32,32.0,1,1,1586959227,8,4,2,2,524288,1048576,256,variance-per-node,0.0,8,65536,90112.0,16384,1,524288,0.09568671137094498,0.9966593980789185,0.06888191401958466,0.18942371010780334,0.0844268724322319,5.398090839385986,0.9501815438270569,4.183297157287598,0.7638252973556519,1.50711989402771,2,2,30.75,0,37376,0,0.06620290000137175,0.12890625,0.08154296875,0.12890625,8.117418338048637,1.2300360798835754,2,0.5,1,1,1,0.1,0.5,52.0,0.4386809556744993,1.0266140268112605,0.37221896959387735,1.172088623046875,0.6669921875,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0
paper-neural-optimized,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.016,0.5,0.25,32,-1,0,128,0,256,8,1,dense,0.0,1,2026072201,1.0,0.15,0.03063010000187205,0.0,0.0,0.0,0.03063010000187205,64,64,36,36,0.3208946893756642,8.81419112995982,0.0849510027729039,0.1909985789057657,0.3205669220531501,0.7121342420578003,3.4618487804765863,nan,nan,nan,nan,nan,nan,nan,32,2048,2048,32,0,0,2048,2048,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,64,0,0,0.0,0,0,0,0,0,0,0,262144,262144,0,dense,0.0,0,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.03063010000187205,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0
cta-exact-adaptive-rollout-safe,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.016,0.5,0.25,32,-1,256,128,256,256,8,1,variance-per-node,0.0,2,2026072201,1.0,0.15,0.07659030000650091,0.00033319999783998355,0.004899100000329781,0.0,0.08182260000467068,64,64,36,36,0.3208946893756642,8.81419112995982,0.06356165872401753,0.15694144948547006,0.2153443710090768,0.9398164749145508,5.280912886266498,nan,nan,nan,nan,nan,nan,nan,16,1024,2048,32,0,0,2048,3072,458752,131072,0,327680,2416640.0,1441792.0,974848.0,0.0,0,0,0,0,0.0,64,32,32,32.0,1,1,1586959227,8,4,2,2,524288,1048576,256,variance-per-node,0.0,8,65536,90112.0,16384,1,524288,0.09568671137094498,0.9966593980789185,0.06888191401958466,0.18942371010780334,0.0844268724322319,5.398090839385986,0.9501815438270569,4.183297157287598,0.7488452196121216,1.4782040119171143,2,2,30.5,0,37376,0,0.07659030000650091,0.12919921427965164,0.08154296875,0.12919921427965164,8.10491680424742,1.2294273972511292,2,0.5,1,1,0,0.0,0.0,0.0,0.43777548987418413,0.0,0.0,1.1713581085205078,0.66796875,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0
cta-exact-adaptive-rollout,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.016,0.5,0.25,32,-1,256,128,256,256,8,1,variance-per-node,0.0,3,2026072201,1.0,0.15,0.06074549999902956,0.00033319999783998355,0.004899100000329781,0.0,0.06597779999719933,64,64,36,36,0.3208946893756642,8.81419112995982,0.06534270973652223,0.16135081288215988,0.21749565166241108,0.9423954486846924,5.165321467309132,nan,nan,nan,nan,nan,nan,nan,16,1024,2048,32,0,0,2048,3072,262144,131072,0,131072,2121728.0,1441792.0,679936.0,0.0,0,0,0,0,0.0,64,32,32,32.0,1,1,1586959227,8,4,2,2,524288,1048576,256,variance-per-node,0.0,8,65536,90112.0,16384,1,524288,0.09568671137094498,0.9966593980789185,0.06888191401958466,0.18942371010780334,0.0844268724322319,5.398090839385986,0.9501815438270569,4.183297157287598,0.7672028541564941,1.5253682136535645,2,2,30.75,0,37376,0,0.06074549999902956,0.25,0.25,0.25,8.33805085913577,1.2185400277376175,2,0.5,1,0,0,0.0,0.0,0.0,0.4299779450520873,0.0,0.0,1.178132802248001,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0
cta-exact-adaptive-rollout-rank-balanced,NPR-d8-correlated-t,correlated-t,8,0,concentrated,0.016,0.5,0.25,32,-1,256,128,256,256,8,1,variance-per-node,0.0,4,2026072201,1.0,0.15,0.07059090000257129,0.00033319999783998355,0.004899100000329781,0.0,0.07582320000074105,64,64,36,36,0.3208946893756642,8.81419112995982,0.06328769822578728,0.15843424211167417,0.21529382419896198,0.9377518892288208,5.179511912435518,nan,nan,nan,nan,nan,nan,nan,16,1024,2048,32,0,0,2048,3072,294912,131072,0,163840,2426880.0,1441792.0,985088.0,10240.0,0,0,0,0,0.0,64,32,32,32.0,1,1,1586959227,8,4,2,2,524288,1048576,256,variance-per-node,0.0,8,65536,90112.0,16384,1,524288,0.09568671137094498,0.9966593980789185,0.06888191401958466,0.18942371010780334,0.0844268724322319,5.398090839385986,0.9501815438270569,4.183297157287598,0.7542326152324677,1.6065438985824585,2,2,30.25,0,37376,0,0.07059090000257129,0.25,0.25,0.25,8.362780633360162,1.2203874588012695,2,0.5,1,0,1,0.1,0.5,52.0,0.43227109452709556,1.031259947957901,0.36455930367760037,1.1810851246118546,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0
cta-exact-adaptive-rollout-safe,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.016,0.5,0.25,32,-1,256,128,256,256,8,1,variance-per-node,0.0,0,2026072201,1.0,0.15,0.06740290000016103,0.016751800001657102,0.013599099998828024,0.0,0.09775380000064615,64,192,136,136,0.18133241385215962,19.103598422078235,0.10122762344841707,0.17287458262586317,0.23472816320117523,1.007881999015808,6.567648618295533,nan,nan,nan,nan,nan,nan,nan,16,1024,2048,32,0,0,2048,3072,786432,393216,0,393216,5890048.0,4325376.0,1564672.0,0.0,0,0,0,0,0.0,192,32,32,32.0,0,1,680165851,12,2,2,2,524288,1048576,256,variance-per-node,0.0,8,65536,90112.0,32768,1,524288,0.1692870706319809,0.9893445372581482,0.3068840503692627,0.37510451674461365,0.3967939615249634,8.596546173095703,1.8080421090126038,4.721035957336426,1.6000918745994568,2.647895097732544,2,2,30.75,0,123392,0,0.06740290000016103,0.03681641072034836,0.0029296875,0.03681641072034836,6.689044424321528,2.345603346824646,4,0.5,1,1,0,0.0,0.0,0.0,1.793086476624012,0.0,0.0,2.325314998626709,0.3525390625,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0
cta-exact-adaptive-rollout,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.016,0.5,0.25,32,-1,256,128,256,256,8,1,variance-per-node,0.0,1,2026072201,1.0,0.15,0.060296500007098075,0.016751800001657102,0.013599099998828024,0.0,0.0906474000075832,64,192,136,136,0.18133241385215962,19.103598422078235,0.08152542480377445,0.15606424189389934,0.21285275521305175,1.0052051544189453,7.156898913026321,nan,nan,nan,nan,nan,nan,nan,16,1024,2048,32,0,0,2048,3072,589824,393216,0,196608,5595136.0,4325376.0,1269760.0,0.0,0,0,0,0,0.0,192,32,32,32.0,0,1,680165851,12,2,2,2,524288,1048576,256,variance-per-node,0.0,8,65536,90112.0,32768,1,524288,0.1692870706319809,0.9893445372581482,0.3068840503692627,0.37510451674461365,0.3967939615249634,8.596546173095703,1.8080421090126038,4.721035957336426,1.6564800143241882,2.76074481010437,2,2,31.25,0,123392,0,0.060296500007098075,0.25,0.25,0.25,7.005784274123247,2.1685599088668823,4,0.5,1,0,0,0.0,0.0,0.0,1.5861459001898766,0.0,0.0,2.3043530583381653,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0
paper-neural-optimized,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.016,0.5,0.25,32,-1,0,128,0,256,8,1,dense,0.0,2,2026072201,1.0,0.15,0.030441399998380803,0.0,0.0,0.0,0.030441399998380803,64,192,136,136,0.18133241385215962,19.103598422078235,0.25908726360236844,0.27321603037155395,0.42013224481717365,0.6129289269447327,3.7665716109251295,nan,nan,nan,nan,nan,nan,nan,32,2048,2048,32,0,0,2048,2048,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,192,0,0,0.0,0,0,0,0,0,0,0,262144,262144,0,dense,0.0,0,0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.030441399998380803,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0
cta-exact-adaptive-rollout-safe-rank-balanced,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.016,0.5,0.25,32,-1,256,128,256,256,8,1,variance-per-node,0.0,3,2026072201,1.0,0.15,0.06940700000268407,0.016751800001657102,0.013599099998828024,0.0,0.0997579000031692,64,192,136,136,0.18133241385215962,19.103598422078235,0.09921312282963957,0.1712570599326578,0.2330411503761406,1.0034732818603516,6.646837530988835,nan,nan,nan,nan,nan,nan,nan,16,1024,2048,32,0,0,2048,3072,819200,393216,0,425984,6195200.0,4325376.0,1869824.0,10240.0,0,0,0,0,0.0,192,32,32,32.0,0,1,680165851,12,2,2,2,524288,1048576,256,variance-per-node,0.0,8,65536,90112.0,32768,1,524288,0.1692870706319809,0.9893445372581482,0.3068840503692627,0.37510451674461365,0.3967939615249634,8.596546173095703,1.8080421090126038,4.721035957336426,1.588436782360077,2.647895097732544,2,2,31.0,0,123392,0,0.06940700000268407,0.03632812574505806,0.0029296875,0.03632812574505806,6.678758128881342,2.346122682094574,4,0.5,1,1,1,0.1,0.5,52.0,1.820173840969801,3.4744061735960154,1.633173656463623,2.326413571834564,0.3515625,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0
cta-exact-adaptive-rollout-rank-balanced,NPR-d16-nonlinear,nonlinear,16,0,concentrated,0.016,0.5,0.25,32,-1,256,128,256,256,8,1,variance-per-node,0.0,4,2026072201,1.0,0.15,0.06704919999901904,0.016751800001657102,0.013599099998828024,0.0,0.09740009999950416,64,192,136,136,0.18133241385215962,19.103598422078235,0.07784783745489765,0.1516839431871767,0.20945929421217208,0.9993974566459656,7.163079762356386,nan,nan,nan,nan,nan,nan,nan,16,1024,2048,32,0,0,2048,3072,622592,393216,0,229376,5900288.0,4325376.0,1574912.0,10240.0,0,0,0,0,0.0,192,32,32,32.0,0,1,680165851,12,2,2,2,524288,1048576,256,variance-per-node,0.0,8,65536,90112.0,32768,1,524288,0.1692870706319809,0.9893445372581482,0.3068840503692627,0.37510451674461365,0.3967939615249634,8.596546173095703,1.8080421090126038,4.721035957336426,1.6210882067680359,3.2171099185943604,2,2,31.25,0,123392,0,0.06704919999901904,0.25,0.25,0.25,6.963735074682716,2.1678359508514404,4,0.5,1,0,1,0.1,0.5,52.0,1.6118326671421528,3.501101172887362,1.3982631351636803,2.3056424260139465,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0
